num_planets,solid_mass,mass_efficiency
12.0,6.705383245061634,51.57987111585872
8.0,2.7253199289674406,143.43789099828635
12.0,10.749994892678423,136.0758847174484
23.0,6.397113812643753,639.7113812643753
10.0,2.9531298930858227,70.3126165020434
16.0,4.223813436728091,124.2298069625909
15.0,2.265726570170325,113.28632850851625
15.0,3.738926490032162,128.92849965628145
9.0,3.82760030314883,86.99091598065523
9.0,12.15302957732684,110.48208706660765
10.0,6.292921252089039,202.9974597448077
10.0,7.751707060570811,215.325196126967
8.0,0.48747894225169186,18.749190086603534
9.0,10.25834437907796,146.54777684397084
12.0,16.782660703316647,79.91743192055547
15.0,19.225523631113433,739.4432165812859
12.0,5.978505064534609,77.64292291603388
7.0,0.6661411738503746,92.5196074792187
13.0,2.4098047841915275,96.3921913676611
10.0,6.391820866946262,110.20380805079762
4.0,0.27564279625550664,34.029974846358854
18.0,2.0182053712504815,183.4732155682256
11.0,4.233876096309251,211.69380481546253
10.0,0.980547507345088,75.42673133423754
11.0,6.751100381513757,96.44429116448222
9.0,113.00111683443635,1345.251390886147
14.0,12.303031137703908,361.85385699129137
11.0,4.4831947723204655,179.3277908928186
18.0,4.4455025892577185,233.97382048724833
16.0,3.859928703501446,160.8303626458936
10.0,5.735928091032017,197.79062382869023
12.0,14.968792368942802,99.79194912628535
10.0,10.22100590639813,102.21005906398129
7.0,0.4601223375544109,38.34352812953424
13.0,15.317020755709663,437.62916444884746
17.0,5.379864766829454,179.32882556098178
12.0,0.9568894586911587,101.79675092459135
24.0,3.9231842242229313,261.5456149481954
15.0,4.6521601621195545,202.2678331356328
12.0,8.254665339431078,434.45607049637255
14.0,2.8339991223480023,292.16485797402083
11.0,16.562167842145286,165.62167842145286
2.0,0.1152004430013131,13.55299329427213
9.0,6.177570808066423,104.7045899672275
12.0,6.808173005306306,425.5108128316441
13.0,2.956231709074552,140.7729385273596
13.0,1.172502682774425,73.28141767340156
19.0,2.345809672838582,106.62771240175374
14.0,4.541115108672032,174.65827341046278
19.0,4.943125589819726,260.164504727354
12.0,2.3887413833714053,113.74958968435263
14.0,8.463980182648864,445.4726411920455
13.0,12.067122540011827,268.1582786669295
15.0,12.353285706814304,228.7645501261908
9.0,4.901028321263172,163.3676107087724
19.0,6.598820461442091,235.67215933721752
15.0,3.3503560867353452,134.0142434694138
10.0,5.486153972083535,219.4461588833414
14.0,4.920367991071142,213.92904309004967
9.0,0.6906986887212188,113.22929323298668
15.0,1.3424990280328306,63.928525144420504
2.0,0.11969842002329381,3.4199548578083943
10.0,8.522530186920836,284.08433956402786
8.0,3.2417500872029,54.94491673225255
9.0,5.477229187955789,210.66266107522267
12.0,9.363732873501494,173.40246062039805
1.0,0.06680419929177003,7.422688810196672
12.0,7.965269460929993,99.56586826162491
16.0,4.002392663979329,148.23676533256773
13.0,1.8538349972465005,154.4862497705417
3.0,0.18294112782047411,22.58532442228076
18.0,8.494698256339207,207.18776234973674
10.0,2.0206116685393405,91.84598493360639
16.0,4.445099691331034,317.50712080935955
16.0,3.9365031379673585,135.7414875161158
10.0,297.6091774038286,4723.955196886168
9.0,0.6576533788112138,93.95048268731625
12.0,11.846437919311969,107.69489017556334
10.0,9.05175119022579,137.14774530645136
15.0,5.961965747866332,198.7321915955444
16.0,4.9031767284772165,163.4392242825739
5.0,1.7805746317784914,45.65575978919209
16.0,4.257842760259189,266.1151725161993
9.0,3.548060361166846,90.9759066965858
9.0,10.725905486000412,184.92940493104157
10.0,7.534723874652866,78.48670702763403
15.0,2.10294319027635,80.88243039524424
12.0,14.826440312729948,296.528806254599
12.0,6.9251032612462184,168.9049575913712
13.0,15.175710866635978,79.87216245597882
9.0,4.782791450918218,251.72586583780094
12.0,831.5655856730995,9449.608928103406
8.0,0.5473939711368996,26.066379577947597
6.0,5.127400601003257,46.61273273639324
14.0,8.738354913885392,436.91774569426957
12.0,25.729799575659417,735.1371307331261
10.0,6.344783368788101,75.53313534271548
15.0,22.230217671626985,158.78726908304986
18.0,2.9063817663960694,223.56782818431304
15.0,1.1557097529854585,38.52365843284862
9.0,5.761625739602321,52.37841581456656
10.0,13.386130086186643,152.11511461575734
10.0,6.594667152405434,439.644476827029
19.0,4.02179975748647,63.83809138867412
12.0,284.4512626229088,4183.1068032780695
12.0,13.956275431438772,296.9420304561441
10.0,5.869223801391894,326.0679889662164
11.0,3.1531690041743023,121.27573092978086
6.0,1.954091983016603,34.894499696725056
3.0,0.190743436217439,21.924532898556212
5.0,0.33472731133605826,17.61722691242412
12.0,2.061571812936545,52.86081571632167
8.0,3.21030874692599,128.4123498770396
3.0,0.18154871318060567,22.980849769696917
11.0,4.505397657818089,132.51169581817908
9.0,0.7390740737426746,67.18855215842497
12.0,1.335468889008379,60.70313131856268
15.0,4.3503796179924,255.90468341131762
11.0,10.393564781274572,170.3863078897471
12.0,2152.185364551449,22418.597547410925
11.0,15.361775829233062,243.83771157512797
10.0,3.9292367133733284,196.46183566866642
15.0,1.5706492747551994,203.98042529288304
20.0,4.40117285637951,400.10662330722823
11.0,12.775304806033958,511.0121922413583
15.0,24.387762210686837,343.4896086012231
14.0,5.882626541703387,178.2614103546481
9.0,7.934701588476467,85.31937191910178
19.0,3.6110390991033707,144.44156396413482
7.0,3.459515500647037,98.84330001848676
15.0,2.416920027107516,77.96516216475858
16.0,3.6811713983276677,262.940814166262
5.0,0.31389167604087737,24.14551354160595
18.0,2.343588394234146,130.19935523523034
9.0,0.9649213507308666,74.22471928698974
13.0,1.3127768360151166,160.09473609940446
14.0,9.295951806698355,258.22088351939874
10.0,0.848966727606538,84.8966727606538
3.0,0.22388479117582483,13.992799448489052
15.0,2.1322843266361784,164.02187127970603
10.0,3.7835619305702997,92.28199830659267
9.0,15.73844252019938,178.84593772953843
16.0,4.760253181920503,206.96752964871754
15.0,1.491982982784282,106.57021305602015
12.0,12.52274607311717,83.48497382078114
7.0,0.6099659666745366,50.83049722287805
4.0,0.20978576478613165,41.95715295722633
14.0,8.514479453181663,112.03262438396925
17.0,3.86107830074333,104.35346758765756
6.0,3.0144977404709272,43.06425343529896
7.0,4.521703531796073,105.15589608828078
8.0,6.836905550062609,235.75536379526235
14.0,1.5527898203313457,156.84745659912582
13.0,2.633361093085793,219.4467577571494
11.0,14.747589353389877,179.84865065109605
18.0,3.29455811397738,126.71377361451462
13.0,1.0380186116393255,35.79374522894226
15.0,5.992942125540283,272.40646025183105
14.0,7.869821420948225,107.80577288970173
20.0,5.115847244205988,300.93219083564634
2.0,0.1220317908157807,12.84545166481902
19.0,3.3279979356641456,118.85706913086234
2.0,0.11934127656904896,13.260141841005444
8.0,5.007445914798009,108.85751988691324
15.0,1.9382175681605722,129.21450454403816
16.0,1.9489935888533123,177.18123535030114
12.0,6.692226683434261,136.5760547639645
15.0,6.769475739088075,135.3895147817615
16.0,5.094224756218612,221.4880328790701
12.0,4.151628298540616,218.50675255476926
12.0,10.31054437708813,251.4766921241007
1.0,0.05488596816051901,6.947590906394811
12.0,1.8629228321665507,64.23871835057071
13.0,10.193780922574335,463.3536782988335
9.0,16.307847501116182,125.44498077781678
10.0,7.39597199312014,102.72183323777973
10.0,314.19863500506983,2244.275964321927
21.0,5.564795025026928,241.94760978377948
9.0,0.7627618430387323,29.336993963028167
8.0,4.404799246503284,89.8938621735364
2.0,0.11472998082040911,4.988260035669962
8.0,8.802940967759078,187.29661633529952
11.0,1.048138783129347,117.76840259880302
13.0,39.138968668757975,641.6224371927538
15.0,7.822677281328104,340.1164035360045
13.0,295.56777562473667,3994.15913006401
12.0,507.258391304263,8181.586956520371
12.0,14.603002544872494,97.35335029914997
9.0,9.759801971424343,133.69591741677186
8.0,3.865079574402878,120.78373670008993
15.0,3.9244809188498477,245.28005742811547
12.0,1.1689547102713458,139.1612750323031
19.0,5.70217614987026,132.6087476714014
8.0,5.5625245443031295,106.97162585198326
10.0,8.778805805186,266.02441833896967
11.0,5.058517327600735,95.44372316227802
16.0,2.8519265761564325,114.0770630462573
9.0,0.7194079593098764,51.38628280784832
14.0,5.7107915543748256,178.4622360742133
11.0,15.208972521054635,185.47527464700775
10.0,1.1808138682432783,73.80086676520489
10.0,6.0900680735943675,190.31462729982397
8.0,2.3388999105396464,101.6913004582455
16.0,16.000574677764696,421.06775467801833
12.0,10.294387079445944,270.9049231433143
12.0,1.4854352599838476,106.10251857027482
18.0,4.353911780374269,128.05622883453734
11.0,0.8823902812524613,58.82601875016409
19.0,5.3656721100705616,191.63114678823433
12.0,1.370132720749528,91.34218138330186
13.0,12.212452255480162,230.42362746188985
9.0,12.979674927541959,51.918699710167836
11.0,0.9109155722603455,130.1307960371922
16.0,3.191677158613415,86.2615448273896
9.0,16.223372531345333,147.48520483041213
16.0,1.7427410205893006,116.18273470595338
15.0,1.9816907182779293,152.43774755984072
12.0,12.30765623231716,261.86502621951405
15.0,2.267614379951552,98.59192956311095
11.0,1.124860500442421,70.30378127765131
1.0,0.050029968420081054,4.548178947280096
7.0,4.827003061139614,24.13501530569807
14.0,7.159294172797768,143.18588345595535
13.0,1.7607697111796816,65.21369300665488
14.0,5.147816507978463,343.1877671985642
10.0,4.321613513514135,172.8645405405654
13.0,11.224183000446656,320.6909428699044
8.0,5.625260875294117,170.4624507664884
10.0,1.0074867605852138,83.95723004876781
11.0,14.5469754742889,238.47500777522785
8.0,13.483199964305225,337.0799991076306
3.0,0.1783658775525468,18.77535553184703
10.0,25.403855637003364,540.5075667447525
14.0,2.722255749851722,181.4837166567815
11.0,1.1385011885689371,116.1735906702997
17.0,5.070555186493725,181.0912566604902
4.0,0.27140098389898487,18.093398926598994
13.0,10.777418222619852,199.58181893740468
9.0,11.31012093352419,115.40939728085908
14.0,790.4113533780104,9758.164856518646
18.0,6.056919968603862,189.27874901887068
14.0,10.472061419170595,317.33519452032107
16.0,3.6347599661943955,173.08380791401882
16.0,6.391376920068506,142.0305982237446
11.0,10.27622934948945,467.1013340677023
13.0,6.256966043479505,152.60892788974402
13.0,9.789378758970003,279.69653597057146
12.0,7.434862408631974,107.75162911060832
10.0,4.647883273508934,331.9916623934953
10.0,7.009800940307448,170.97075464164507
14.0,12.499869557906084,113.63517779914622
12.0,7.3580005332508325,216.41178038973035
9.0,12946.086490723166,49792.64034893525
12.0,9.35908475586439,123.14585205084725
6.0,5.432714410892593,79.89285898371458
10.0,8.102246087678347,73.6567826152577
13.0,1.489577951336739,33.854044348562255
9.0,5.7054591166702595,109.72036762827423
14.0,6.332998688909127,171.16212672727372
17.0,5.072042489875991,137.08222945610788
7.0,0.46600230422993405,38.833525352494505
12.0,12.545609080454602,448.05746715909294
10.0,4.406830789281198,81.60797757928144
15.0,6.778416727949176,233.7385078603164
9.0,5.486229579188213,119.26586041713506
9.0,1.1098353005949035,118.06758516967058
11.0,9.685593142168798,111.32865680653792
13.0,13.143864403761329,131.43864403761327
16.0,4.587186705259933,327.65619323285233
13.0,2.2690087508589967,226.90087508589966
8.0,5.926163446251735,49.38469538543113
14.0,3.080565425483831,181.20973091081356
21.0,6.599094768571424,439.939651238095
14.0,1.4967487834960673,41.57635509711299
8.0,9.888885669116986,179.79792125667248
13.0,12.667146667283081,218.39908047039793
10.0,6.987101940077634,129.39077666810434
15.0,7.880505705272103,281.44663233114653
11.0,9.737845938274104,423.3846060119176
17.0,1.8630479860072497,81.00208634814129
13.0,2.6217932577112246,97.10345398930461
11.0,9.8778607476656,429.47220642024354
11.0,8.272929201647418,147.73087860084675
11.0,5.81419808325613,138.43328769657452
14.0,3.793315402356527,122.3650129792428
3.0,0.18001706199741335,24.00227493298845
5.0,0.304445127332721,30.4445127332721
7.0,6.796408143453172,77.23191072105878
16.0,4.795483869989791,299.71774187436193
9.0,4.066593938993144,225.92188549961912
6.0,0.36277461095506874,37.78902197448633
10.0,25.26046576288547,476.6125615638768
12.0,7.212951356373769,206.08432446782194
9.0,4.532961197251605,151.09870657505348
16.0,2.661022227648507,241.91111160440977
11.0,4104.557807590218,34204.64839658515
11.0,117.6867347852666,2736.9008089596887
14.0,2.899233634371085,193.28224229140568
14.0,9.973196198458343,112.05838425234096
9.0,6.90865756067194,121.20451860827964
10.0,1.1561820670940472,96.3485055911706
12.0,7.267829849291266,242.26099497637554
11.0,6.44096324259701,201.28010133115657
3.0,0.1663419107189331,9.784818277584298
10.0,14.035652055256415,197.68524021487912
14.0,5.1940443497636375,123.66772261341993
13.0,238.5298452498397,4587.112408650763
10.0,0.7946368054508824,46.74334149711073
6.0,0.42108717676333,61.92458481813677
10.0,18307.252613270353,83214.78460577433
20.0,6.54417986265245,198.30848068643786
14.0,6.231242774852741,188.82553863190122
12.0,13.636280959575984,296.4408904255649
13.0,1.6082494245840704,76.58330593257477
7.0,6.537624271433555,142.1222667702947
11.0,3.908328696127222,139.58316771882937
12.0,8.072334649161713,224.2315180322698
10.0,3.054531573235309,95.4541116636034
12.0,1566.9402756783986,16322.294538316652
12.0,10.19954300366786,329.0175162473503
19.0,3.3655061156652994,152.97755071205907
13.0,16.00681205542531,271.3018992444968
10.0,1.0839902673307962,90.33252227756634
12.0,6.007725395643482,158.09803672746006
15.0,2.7577581602149333,125.35264364613333
15.0,3.195692573522341,213.04617156815607
10.0,40.3846078158887,696.2863416532534
12.0,17.913222646662764,137.79402035894432
14.0,7.245567675083269,161.01261500185043
14.0,6.965565103892886,267.9063501497264
14.0,6.1105286558063545,218.23316627879836
10.0,0.971521621724243,38.86086486896971
10.0,1.591574557347838,269.758399550481
13.0,10.965059770885992,281.15537874066644
10.0,138.6225916529788,1155.1882637748233
10.0,6.875820484754481,254.66001795386967
16.0,14.006380292415043,466.8793430805015
15.0,4.831187704331997,301.94923152074983
16.0,3.160541755101717,166.34430290009038
10.0,5.482295645243196,65.26542434813328
13.0,87.51505830332741,1411.5331984407646
9.0,7.496258004583276,208.22938901620213
10.0,1.008360879142646,32.52777029492406
11.0,7.520580257060997,278.5400095207777
1.0,0.051565163729912177,9.916377640367728
9.0,1.5383963513049723,96.14977195656077
10.0,0.8944467709521418,81.31334281383107
11.0,11.631838581038924,89.4756813926071
11.0,4.382495579864425,125.21415942469785
10.0,5.88287844645321,110.99770653685303
7.0,4.202169325730262,85.75855766796452
7.0,0.4208486850297066,38.258971366336965
17.0,1.99329062043766,142.37790145983286
16.0,19.589910225075158,301.3832342319255
12.0,5.25321490399409,125.07654533319261
4.0,0.2331242863533255,47.57638497006643
11.0,5.906855056998764,134.24670584088102
12.0,18.669078752427005,169.7188977493364
16.0,8.464449631339082,145.93878674722555
11.0,6.356695543455653,219.19639805019492
16.0,3.8861017309241648,143.92969373793204
14.0,1.499863929471619,45.45042210520057
17.0,2.3292262373772585,61.295427299401545
14.0,1.7095587385649176,81.40755897928179
13.0,10.033428221615031,156.77231596273487
10.0,7.497784802000207,220.5230824117708
10.0,12.43385654557877,168.0250884537672
