it,emestar,rc,qest,sigmag_0,emed,apert,emetal,taugas
199992,4.3681743741035455e+32,59.882369995117188,1.110725998878479,51.287673706327531,0.13,0.10000000149011612,0.077070049941539764,9268935.0
198999,2.0950989425182341e+32,40.040195465087891,3.2017583847045894,16.765975697702569,0.019,0.10000000149011612,-0.092791430652141557,3525593.5
199995,5.3548896312713613e+32,40.647163391113281,1.9653450250625608,67.64476836748004,0.079000000000000001,0.10000000149011612,0.51476967334747314,9390406.0
199780,3.6147680878639217e+32,29.539342880249023,9.5685319900512678,16.213095815722887,0.01,0.10000000149011612,0.328145831823349,1644710.625
198727,2.8858754038810729e+32,61.195037841796882,2.2306749820709229,15.866622322493507,0.042000000000000003,0.10000000149011612,-0.22003112733364105,9468353.0
199637,6.0661965608596803e+32,38.977428436279297,5.0822911262512207,31.660674333295489,0.034000000000000002,0.10000000149011612,-0.1501600593328476,1014449.0625
199074,3.4214219450950624e+32,47.343379974365227,5.1215424537658691,12.62347965677222,0.02,0.10000000149011612,0.021272709593176842,1790533.125
199677,3.2259821891784667e+32,42.739063262939453,3.2256433963775635,22.460302886252336,0.029000000000000001,0.10000000149011612,-0.09257139265537262,2721394.75
198375,6.0864782333374019e+32,58.158927917480469,4.3698148727416992,18.402952328498603,0.043999999999999997,0.10000000149011612,-0.282408207654953,6017040.5
199989,5.161579251289367e+32,30.851169586181641,1.2244895696640017,163.49972565318399,0.11,0.10000000149011612,-0.065072834491729736,1576467.75
199629,2.5453853607177728e+32,42.180789947509773,2.3868441581726074,24.649032953475288,0.031,0.10000000149011612,-0.098942369222640991,7294461.5
199929,5.0196272134780884e+32,41.71539306640625,4.0986456871032724,29.266947582575177,0.035999999999999997,0.10000000149011612,0.11276375502347945,9624999.0
188151,2.7832493185997006e+32,54.821281433105462,3.3370885848999023,12.238905781597367,0.025999999999999999,0.10000000149011612,-0.3862534761428833,1458284.5
199826,8.1684476137161255e+32,36.672222137451172,3.3142938613891602,73.63617071801454,0.070000000000000007,0.10000000149011612,-0.17403939366340634,3956707.5
199994,9.2374467849731433e+32,43.335098266601562,1.2887030839920044,158.2003108506043,0.20999999999999999,0.10000000149011612,0.23330602049827576,1020906.8125
199967,4.8486518859863277e+32,38.16754150390625,5.2922515869140634,25.24948846755586,0.025999999999999999,0.10000000149011612,0.38861280679702759,2435405.5
199625,9.1155499219894405e+32,45.042137145996101,3.5507359504699707,53.693332212567398,0.076999999999999999,0.10000000149011612,-0.35245949029922485,1107031.75
170865,2.3067802190780641e+32,49.645450592041023,9.8116540908813477,4.1327695790647718,0.0071999999999999998,0.10000000149011612,0.12186644971370696,9050091.0
196968,2.248188704252243e+32,54.929485321044922,2.7935121059417725,11.721860761656293,0.025000000000000001,0.10000000149011612,-0.20850768685340881,8891547.0
199864,4.306990504264831e+32,52.577396392822259,2.3098063468933105,29.682293169315006,0.058000000000000003,0.10000000149011612,-0.21181342005729675,6113726.0
133681,2.3776374757289886e+32,48.932849884033203,8.889007568359375,4.7857676294701044,0.0080999999999999978,0.10000000149011612,-0.11295174807310104,7350033.0
198071,5.8262366056442257e+32,39.524826049804688,15.437597274780273,9.9613995477871597,0.010999999999999999,0.10000000149011612,0.13673268258571625,1188361.5
199237,2.9984825849533081e+32,43.723239898681641,4.423530101776123,14.800382293147385,0.02,0.10000000149011612,-0.0069882664829492569,3987886.0
192015,2.4224226176738737e+32,37.771751403808594,5.1984448432922363,12.890706373959803,0.012999999999999999,0.10000000149011612,-0.099928393959999071,1472218.25
199993,2.9679840803146361e+32,42.596843719482415,1.2416554689407349,54.577144329177102,0.070000000000000007,0.10000000149011612,-0.019276455044746399,5412279.0
199979,3.7432408332824715e+32,49.178867340087891,1.3583543300628662,49.134874494820735,0.084000000000000005,0.10000000149011612,-0.043304696679115295,2561202.25
199964,4.6242299675941467e+32,39.468429565429688,3.9295809268951416,30.877834391000004,0.034000000000000002,0.10000000149011612,0.15447172522544861,3372165.0
198583,2.8708910942077635e+32,41.620147705078132,3.2938952445983887,20.417397480247367,0.025000000000000001,0.10000000149011612,-0.15894575417041781,8661071.0
199018,6.3003301620483398e+32,39.500324249267578,9.5358457565307599,17.227405996619098,0.019,0.10000000149011612,-0.021362880244851112,3324268.75
199578,4.9451625347137446e+32,39.613727569580078,6.0308146476745605,21.636520963848721,0.024,0.10000000149011612,-0.031507793813943863,1439538.875
199794,4.000285565853119e+32,44.599399566650391,4.0466780662536621,20.625647120923084,0.029000000000000001,0.10000000149011612,0.034827884286642075,3509155.75
199973,8.2908672094345092e+32,36.557418823242188,1.5454834699630735,158.78439536945541,0.14999999999999999,0.10000000149011612,0.023485219106078148,3345061.25
199983,5.6540673971176144e+32,46.627700805664062,1.6818404197692871,65.069820248623245,0.10000000000000001,0.10000000149011612,0.27366667985916138,4341204.5
183406,2.6749941706657407e+32,60.265777587890632,6.9259953498840332,4.6742003788907045,0.012,0.10000000149011612,-0.039112634956836707,2520550.75
199913,7.0197445154190058e+32,51.088935852050781,6.1824350357055664,18.970638142179588,0.035000000000000003,0.10000000149011612,0.32353711128234863,4464832.0
198290,1.1261509656906127e+33,43.183979034423828,11.1785888671875,22.758495630825092,0.029999999999999999,0.10000000149011612,-0.087287664413452162,2494020.5
184547,4.8990529775619514e+32,38.100475311279297,14.856459617614744,9.1608268708316007,0.0094000000000000004,0.10000000149011612,-0.12510091066360474,4206453.5
197578,9.8448961973190269e+32,39.076118469238281,19.069122314453125,13.897479210266276,0.014999999999999999,0.10000000149011612,0.0021624015644192696,5853356.5
199336,5.5252748727798467e+32,45.111869812011719,7.1481499671936044,15.988723373544744,0.023,0.10000000149011612,0.039314728230237961,2374519.75
199888,4.302544891834259e+32,39.85870361328125,6.5212182998657227,16.919007051657569,0.019,0.10000000149011612,0.26423195004463201,3180775.75
197945,4.3740668892860405e+32,46.264030456542969,13.528926849365234,6.4113932119084076,0.0097000000000000003,0.10000000149011612,0.23065546154975891,4860345.0
199910,8.0410081148147581e+32,65.238250732421889,2.6248073577880855,33.240151466386926,0.10000000000000001,0.10000000149011612,0.088776886463165269,1793410.25
96357,5.2216893434524524e+32,45.678539276123047,18.330808639526367,5.7631791509118004,0.0085000000000000006,0.10000000149011612,-0.093993976712226882,3587078.25
199286,1.1045508384704589e+33,49.953701019287109,5.6971511840820312,33.449087950755008,0.058999999999999997,0.10000000149011612,-0.042135156691074371,4216293.5
199618,5.3028124570846552e+32,47.182857513427727,10.034379005432127,10.167615469448586,0.016,0.10000000149011612,0.2909475564956665,7861423.0
199607,2.3169265687465665e+32,41.954891204833984,3.2760698795318604,16.878028094124094,0.021000000000000001,0.10000000149011612,0.02867590636014938,2305969.75
188060,3.8556694984436033e+32,36.391918182373047,6.7810630798339844,17.091402308344144,0.016,0.10000000149011612,-0.30837008357048035,4340673.0
197331,9.1858720779418907e+32,41.976852416992188,12.41840648651123,17.663247288065477,0.021999999999999999,0.10000000149011612,-0.17170435190200806,1553983.5
198341,4.1416501998901362e+32,43.051586151123047,4.6922750473022461,19.845527338679602,0.025999999999999999,0.10000000149011612,-0.14705291390419006,3146256.5
199625,2.0998948812484741e+32,49.67948913574218,3.2991960048675537,10.890980178753027,0.019,0.10000000149011612,0.23348504304885864,1522107.75
197617,3.1143775582313531e+32,51.988212585449219,4.5384135246276855,10.992010425710296,0.021000000000000001,0.10000000149011612,-0.043576076626777649,8286727.0
199925,2.2556850314140321e+32,52.857433319091797,3.7290792465209961,9.6207530908819603,0.019,0.10000000149011612,0.47722348570823669,2702850.75
199287,1.1868536472320556e+33,47.059169769287109,8.0316343307495099,28.746938577619144,0.044999999999999998,0.10000000149011612,0.12445628643035887,6763758.5
199344,1.1383826732635495e+33,52.421951293945312,6.5503873825073242,27.799373198256845,0.053999999999999999,0.10000000149011612,0.0074575017206370831,2610816.25
199039,8.389807939529419e+32,39.025230407714851,7.9169521331787118,27.867493738506532,0.029999999999999999,0.10000000149011612,-0.11585485935211183,8029113.5
199818,5.8794236183166497e+32,56.00921630859375,6.6416611671447763,12.627188059895847,0.028000000000000001,0.10000000149011612,0.19387945532798767,2539950.25
198324,7.8756147623062135e+32,49.02485275268554,9.4462614059448242,14.715499964848874,0.025000000000000001,0.10000000149011612,-0.072956450283527374,2143751.75
199771,3.3810093998909004e+32,48.809906005859382,4.0654888153076172,14.845392183332324,0.025000000000000001,0.10000000149011612,0.10498920083045959,7005573.0
199453,5.1148545742034901e+32,44.097236633300781,6.4848966598510733,16.73295699793491,0.023,0.10000000149011612,-0.017193170264363289,7261299.0
176475,3.7891134619712831e+32,54.8001708984375,19.452095031738281,2.8736483254401519,0.0061000000000000004,0.10000000149011612,0.24159336090087891,3941741.25
197354,2.1705767512321472e+32,58.766208648681641,3.3413994312286377,8.6026362235007543,0.021000000000000001,0.10000000149011612,-0.036190528422594077,1215238.75
127984,1.1643192768096925e+33,66.247886657714858,11.033292770385742,11.282142902997446,0.035000000000000003,0.10000000149011612,-0.64913135766983032,3956094.0
199931,4.4103279709815979e+32,34.765678405761719,4.1552262306213379,35.114577469056066,0.029999999999999999,0.10000000149011612,0.1536606103181839,1759761.125
199785,4.9342206120491024e+32,34.468971252441413,2.3318238258361816,70.252693076867928,0.058999999999999997,0.10000000149011612,-0.43310299515724177,5402483.5
199969,3.5710346698760983e+32,40.820980072021491,4.0512537956237793,22.073647463088413,0.025999999999999999,0.10000000149011612,0.31852635741233826,7846054.0
199997,3.1853026151657104e+32,46.007602691650391,1.7683978080749512,36.091269680951257,0.053999999999999999,0.10000000149011612,0.38070023059844971,3271402.5
71155,4.0002658963203433e+32,52.337356567382812,13.741114616394045,4.6482186753188444,0.0089999999999999976,0.10000000149011612,-0.11394690722227095,4013872.0
199709,8.8810634613037111e+32,47.314380645751953,3.3320109844207764,50.555833776613099,0.080000000000000002,0.10000000149011612,-0.27623441815376282,1161630.0
198760,7.4873930215835546e+32,31.062576293945309,7.5568342208862305,39.587349728357857,0.027,0.10000000149011612,-0.32735627889633173,3467965.25
197459,3.9456009864807128e+32,42.304069519042969,9.5616588592529279,9.4860314664965824,0.012,0.10000000149011612,0.17198401689529419,1346439.375
137245,2.047196179628372e+32,51.885295867919922,7.8510236740112305,4.2566116852465878,0.0080999999999999978,0.10000000149011612,-0.064465999603271484,4116829.25
